0.1,136
0.2,143
0.3,134
0.4,127
0.5,127
0.6,122
0.7,133
0.8,130
0.9,142
1,125
1.1,132
1.2,121
1.3,126
1.4,129
1.5,133
1.6,130
1.7,134
1.8,122
1.9,127
2,114
2.1,116
2.2,123
2.3,117
2.4,124
2.5,116
2.6,124
2.7,120
2.8,130
2.9,118
3,117
3.1,114
3.2,135
3.3,123
3.4,134
3.5,119
3.6,119
3.7,123
3.8,128
3.9,126
4,121
4.1,115
4.2,124
4.3,115
4.4,126
4.5,117
4.6,131
4.7,134
4.8,120
4.9,123
5,125
5.1,122
5.2,136
5.3,128
5.4,130
5.5,129
5.6,133
5.7,118
5.8,135
5.9,121
6,130
6.1,121
6.2,126
6.3,128
6.4,119
6.5,131
6.6,132
6.7,122
6.8,121
6.9,121
7,126
7.1,126
7.2,133
7.3,116
7.4,119
7.5,129
7.6,116
7.7,122
7.8,128
7.9,126
8,120
8.1,126
8.2,123
8.3,116
8.4,119
8.5,133
8.6,133
8.7,130
8.8,119
8.9,116
9,130
9.1,118
9.2,123
9.3,124
9.4,131
9.5,129
9.6,133
9.7,129
9.8,132
9.9,125
10,120
10.1,125
10.2,116
10.3,135
10.4,121
10.5,117
10.6,118
10.7,128
10.8,124
10.9,127
11,137
11.1,118
11.2,132
11.3,125
11.4,127
11.5,125
11.6,112
11.7,121
11.8,128
11.9,128
12,128
12.1,140
12.2,124
12.3,126
12.4,120
12.5,124
12.6,113
12.7,114
12.8,117
12.9,132
13,123
13.1,134
13.2,118
13.3,129
13.4,127
13.5,119
13.6,113
13.7,124
13.8,117
13.9,136
14,119
14.1,134
14.2,122
14.3,123
14.4,139
14.5,115
14.6,124
14.7,129
14.8,132
14.9,129
15,129
15.1,133
15.2,135
15.3,128
15.4,121
15.5,111
15.6,120
15.7,124
15.8,127
15.9,126
16,126
16.1,135
16.2,133
16.3,123
16.4,124
16.5,129
16.6,127
16.7,124
16.8,118
16.9,134
17,124
17.1,123
17.2,122
17.3,114
17.4,121
17.5,126
17.6,138
17.7,129
17.8,122
17.9,133
18,139
18.1,131
18.2,129
18.3,120
18.4,124
18.5,130
18.6,121
18.7,123
18.8,110
18.9,121
19,131
19.1,127
19.2,112
19.3,128
19.4,134
19.5,123
19.6,115
19.7,129
19.8,139
19.9,131
20,119
20.1,127
20.2,125
20.3,120
20.4,126
20.5,126
20.6,120
20.7,121
20.8,132
20.9,144
21,136
21.1,123
21.2,117
21.3,124
21.4,122
21.5,140
21.6,121
21.7,115
21.8,119
21.9,121
22,126
22.1,127
22.2,132
22.3,129
22.4,118
22.5,132
22.6,123
22.7,126
22.8,123
22.9,123
23,128
23.1,112
23.2,121
23.3,134
23.4,122
23.5,133
23.6,128
23.7,119
23.8,128
23.9,126
24,131
24.1,115
24.2,131
24.3,129
24.4,138
24.5,129
24.6,128
24.7,124
24.8,124
24.9,115
25,136
25.1,122
25.2,122
25.3,138
25.4,122
25.5,118
25.6,116
25.7,124
25.8,122
25.9,132
26,123
26.1,119
26.2,125
26.3,127
26.4,118
26.5,126
26.6,128
26.7,130
26.8,123
26.9,130
27,129
27.1,121
27.2,131
27.3,125
27.4,118
27.5,114
27.6,125
27.7,124
27.8,130
27.9,122
28,126
28.1,132
28.2,135
28.3,121
28.4,122
28.5,124
28.6,132
28.7,122
28.8,121
28.9,128
29,122
29.1,129
29.2,122
29.3,133
29.4,131
29.5,126
29.6,124
29.7,125
29.8,129
29.9,123
30,142
30.1,124
30.2,118
30.3,121
30.4,131
30.5,131
30.6,130
30.7,116
30.8,136
30.9,122
31,121
31.1,109
31.2,124
31.3,115
31.4,122
31.5,118
31.6,123
31.7,127
31.8,133
31.9,135
32,119
32.1,120
32.2,126
32.3,131
32.4,132
32.5,125
32.6,121
32.7,131
32.8,118
32.9,127
33,125
33.1,123
33.2,116
33.3,123
33.4,134
33.5,119
33.6,112
33.7,118
33.8,119
33.9,127
34,124
34.1,115
34.2,121
34.3,127
34.4,111
34.5,131
34.6,126
34.7,120
34.8,119
34.9,121
35,136
35.1,118
35.2,136
35.3,126
35.4,128
35.5,123
35.6,134
35.7,128
35.8,124
35.9,129
36,125
36.1,127
36.2,147
36.3,133
36.4,128
36.5,116
36.6,120
36.7,113
36.8,119
36.9,128
37,121
37.1,117
37.2,131
37.3,129
37.4,122
37.5,126
37.6,130
37.7,122
37.8,119
37.9,119
38,124
38.1,131
38.2,122
38.3,122
38.4,125
38.5,131
38.6,122
38.7,129
38.8,123
38.9,126
39,129
39.1,122
39.2,127
39.3,132
39.4,118
39.5,118
39.6,123
39.7,127
39.8,125
39.9,126
40,123
40.1,120
40.2,119
40.3,127
40.4,122
40.5,138
40.6,124
40.7,125
40.8,116
40.9,125
41,128
41.1,122
41.2,131
41.3,120
41.4,125
41.5,121
41.6,122
41.7,129
41.8,129
41.9,137
42,113
42.1,116
42.2,118
42.3,115
42.4,124
42.5,134
42.6,123
42.7,128
42.8,119
42.9,122
43,118
43.1,123
43.2,117
43.3,120
43.4,121
43.5,146
43.6,116
43.7,123
43.8,123
43.9,115
44,116
44.1,126
44.2,125
44.3,125
44.4,134
44.5,122
44.6,126
44.7,126
44.8,129
44.9,121
45,127
45.1,125
45.2,120
45.3,122
45.4,123
45.5,129
45.6,128
45.7,131
45.8,123
45.9,123
46,136
46.1,128
46.2,137
46.3,122
46.4,120
46.5,129
46.6,119
46.7,128
46.8,123
46.9,121
47,124
47.1,126
47.2,125
47.3,122
47.4,126
47.5,123
47.6,115
47.7,133
47.8,131
47.9,124
48,120
48.1,130
48.2,119
48.3,118
48.4,130
48.5,125
48.6,126
48.7,119
48.8,118
48.9,132
49,132
49.1,128
49.2,131
49.3,130
49.4,124
49.5,123
49.6,115
49.7,131
49.8,134
49.9,123
50,119
50.1,134
50.2,116
50.3,129
50.4,124
50.5,133
50.6,131
50.7,126
50.8,123
50.9,126
51,137
51.1,126
51.2,117
51.3,132
51.4,132
51.5,115
51.6,135
51.7,126
51.8,122
51.9,126
52,122
52.1,131
52.2,121
52.3,123
52.4,124
52.5,126
52.6,134
52.7,131
52.8,127
52.9,131
53,116
53.1,125
53.2,123
53.3,121
53.4,122
53.5,125
53.6,120
53.7,123
53.8,123
53.9,140
54,135
54.1,124
54.2,117
54.3,124
54.4,116
54.5,133
54.6,123
54.7,124
54.8,118
54.9,128
55,127
55.1,117
55.2,121
55.3,118
55.4,129
55.5,117
55.6,137
55.7,126
55.8,128
55.9,128
56,120
56.1,127
56.2,125
56.3,134
56.4,128
56.5,125
56.6,122
56.7,129
56.8,121
56.9,126
57,120
57.1,128
57.2,123
57.3,121
57.4,139
57.5,115
57.6,129
57.7,131
57.8,124
57.9,133
58,120
58.1,122
58.2,121
58.3,137
58.4,130
58.5,138
58.6,128
58.7,122
58.8,135
58.9,130
59,127
59.1,121
59.2,121
59.3,128
59.4,128
59.5,128
59.6,123
59.7,127
59.8,114
59.9,116
60,138
60.1,125
60.2,116
60.3,122
60.4,116
60.5,126
60.6,128
60.7,110
60.8,122
60.9,137
61,139
61.1,125
61.2,123
61.3,137
61.4,127
61.5,125
61.6,126
61.7,126
61.8,121
61.9,130
62,128
62.1,130
62.2,124
62.3,136
62.4,130
62.5,122
62.6,123
62.7,122
62.8,118
62.9,115
63,115
63.1,128
63.2,120
63.3,123
63.4,127
63.5,123
63.6,113
63.7,138
63.8,125
63.9,129
64,130
64.1,114
64.2,121
64.3,127
64.4,127
64.5,132
64.6,113
64.7,130
64.8,136
64.9,120
65,120
65.1,129
65.2,119
65.3,115
65.4,134
65.5,119
65.6,122
65.7,114
65.8,134
65.9,131
66,119
66.1,128
66.2,135
66.3,135
66.4,135
66.5,136
66.6,132
66.7,126
66.8,122
66.9,119
67,132
67.1,142
67.2,118
67.3,124
67.4,125
67.5,133
67.6,129
67.7,128
67.8,127
67.9,131
68,128
68.1,124
68.2,125
68.3,134
68.4,118
68.5,122
68.6,131
68.7,120
68.8,125
68.9,134
69,123
69.1,118
69.2,133
69.3,130
69.4,133
69.5,126
69.6,117
69.7,134
69.8,119
69.9,122
70,124
70.1,120
70.2,126
70.3,119
70.4,116
70.5,141
70.6,118
70.7,125
70.8,128
70.9,118
71,127
71.1,130
71.2,132
71.3,129
71.4,131
71.5,137
71.6,130
71.7,116
71.8,128
71.9,118
72,138
72.1,121
72.2,128
72.3,120
72.4,123
72.5,121
72.6,131
72.7,125
72.8,123
72.9,116
73,124
73.1,128
73.2,125
73.3,124
73.4,124
73.5,132
73.6,115
73.7,128
73.8,122
73.9,119
74,118
74.1,122
74.2,135
74.3,127
74.4,118
74.5,132
74.6,120
74.7,123
74.8,117
74.9,134
75,122
75.1,131
75.2,123
75.3,129
75.4,123
75.5,131
75.6,124
75.7,135
75.8,131
75.9,133
76,129
76.1,129
76.2,130
76.3,124
76.4,132
76.5,123
76.6,128
76.7,121
76.8,132
76.9,118
77,131
77.1,131
77.2,126
77.3,119
77.4,127
77.5,116
77.6,122
77.7,122
77.8,116
77.9,118
78,134
78.1,123
78.2,125
78.3,140
78.4,128
78.5,126
78.6,122
78.7,120
78.8,114
78.9,128
79,122
79.1,124
79.2,124
79.3,120
79.4,125
79.5,132
79.6,116
79.7,128
79.8,117
79.9,116
80,128
80.1,112
80.2,124
80.3,130
80.4,136
80.5,115
80.6,133
80.7,116
80.8,117
80.9,134
81,117
81.1,126
81.2,133
81.3,129
81.4,132
81.5,125
81.6,137
81.7,120
81.8,116
81.9,130
82,140
82.1,128
82.2,127
82.3,121
82.4,125
82.5,134
82.6,125
82.7,104
82.8,129
82.9,129
83,126
83.1,119
83.2,117
83.3,132
83.4,128
83.5,122
83.6,126
83.7,131
83.8,134
83.9,119
84,111
84.1,125
84.2,137
84.3,130
84.4,127
84.5,126
84.6,118
84.7,128
84.8,129
84.9,124
85,126
85.1,121
85.2,121
85.3,138
85.4,131
85.5,123
85.6,129
85.7,127
85.8,117
85.9,127
86,131
86.1,126
86.2,113
86.3,122
86.4,125
86.5,122
86.6,122
86.7,118
86.8,119
86.9,128
87,120
87.1,135
87.2,135
87.3,124
87.4,134
87.5,117
87.6,129
87.7,109
87.8,129
87.9,126
88,124
88.1,124
88.2,127
88.3,119
88.4,124
88.5,116
88.6,117
88.7,112
88.8,122
88.9,124
89,136
89.1,128
89.2,116
89.3,114
89.4,133
89.5,124
89.6,123
89.7,125
89.8,120
89.9,121
90,123
90.1,120
90.2,133
90.3,123
90.4,132
